Transaction_ID,Date,Customer_Name,products,Payment_Method,City
1000000486,18-01-2023 09:53,Jason Acosta,"meat,other vegetables,hard cheese,frozen meals,bottled water,soda",Mobile Payment,Chicago
1000000487,19-06-2020 01:27,Tracy Downs,"dessert,candy",Debit Card,San Francisco
1000000488,13-03-2021 05:36,Tracy Kerr,"other vegetables,packaged fruit/vegetables,UHT-milk,bottled water",Cash,Houston
1000000489,11-12-2023 23:23,Michelle Moreno,"beverages,rolls/buns,soda",Mobile Payment,New York
1000000490,05-01-2024 12:29,Douglas Schultz Jr.,"ham,mustard,canned fish",Credit Card,Seattle
1000000491,25-02-2022 02:46,Travis Brooks,specialty bar,Credit Card,Atlanta
1000000492,10-12-2021 22:09,Ashley Schultz,"brown bread,soda,salty snack,shopping bags",Cash,Miami
1000000493,07-10-2021 13:59,James Hubbard,"whole milk,cream cheese ,coffee",Credit Card,Los Angeles
1000000494,05-04-2024 08:44,Barbara Mendez MD,"rolls/buns,pastry,red/blush wine",Credit Card,Los Angeles
1000000495,07-01-2024 02:37,Jonathan Spears,"bottled beer,nut snack",Cash,San Francisco
1000000496,27-05-2023 14:08,Tiffany Clark,"pet care,bottled beer",Debit Card,San Francisco
1000000497,24-11-2020 01:16,Michelle Acosta,"citrus fruit,other vegetables,soda",Credit Card,Miami
1000000498,10-07-2023 05:18,Erica Morales,"pork,other vegetables,frozen vegetables,hygiene articles",Cash,Dallas
1000000499,18-11-2023 04:49,Heather Peterson,"other vegetables,shopping bags",Cash,Seattle
1000000500,28-03-2022 05:06,Terri May,"white wine,detergent",Mobile Payment,Atlanta
1000000501,22-12-2020 14:40,Lisa Cooper,"whole milk,dessert,bottled water",Debit Card,New York
1000000502,20-03-2020 11:40,Amanda Nelson,"pip fruit,white wine,shopping bags",Mobile Payment,San Francisco
1000000503,07-09-2023 06:59,Matthew Ruiz,"sugar,soda,bottled beer",Debit Card,Dallas
1000000504,08-09-2021 06:39,Kimberly Gallegos,"tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy",Mobile Payment,Miami
1000000505,27-08-2020 18:56,Brittany Griffin,"root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer",Cash,Boston
1000000506,17-05-2024 15:59,Bryan Sanford,"soda,misc. beverages",Mobile Payment,New York
1000000507,12-05-2020 11:11,Robert Robertson,"whole milk,curd",Cash,Los Angeles
1000000508,12-01-2020 14:07,Kristin Murray,"tropical fruit,other vegetables,yogurt,bottled water,male cosmetics",Cash,Houston
1000000509,26-07-2020 18:02,Kimberly Torres,"white bread,brown bread",Debit Card,Houston
1000000510,28-08-2020 05:32,Dr. Shawn Gonzalez,"brown bread,sugar,hygiene articles",Cash,Chicago
1000000511,10-07-2023 11:37,Jonathan Waller,"tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags",Cash,Houston
1000000512,12-11-2020 07:12,Valerie Wilson,domestic eggs,Mobile Payment,Atlanta
1000000513,19-03-2022 02:49,David Shelton,"coffee,detergent,hygiene articles,photo/film",Credit Card,Chicago
1000000514,12-04-2022 16:40,Jody Martin,soda,Debit Card,Atlanta
1000000515,11-02-2021 18:52,Brooke Larson,whole milk,Mobile Payment,Seattle
1000000516,03-08-2020 17:15,Kristin Saunders,bottled beer,Mobile Payment,San Francisco
1000000517,15-06-2023 03:55,Jacob Kennedy,"pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers",Cash,Dallas
1000000518,17-09-2023 07:32,Tracy Pham,"other vegetables,yogurt",Debit Card,New York
1000000519,12-01-2022 07:32,Vickie Callahan,"yogurt,bottled water,dishes",Credit Card,Dallas
1000000520,19-01-2024 17:56,Natalie Armstrong,sparkling wine,Debit Card,San Francisco
1000000521,07-04-2024 15:50,Angelica Davis,"bottled water,candy",Debit Card,San Francisco
1000000522,28-07-2021 05:31,Christian Davidson,"citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles",Credit Card,Seattle
1000000523,08-03-2024 13:36,Seth Woodward,"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns",Credit Card,Boston
1000000524,24-10-2022 11:04,Jordan Kennedy,"packaged fruit/vegetables,seasonal products",Mobile Payment,Los Angeles
1000000525,03-01-2023 02:42,Jennifer Williams,"other vegetables,margarine",Cash,Boston
1000000526,29-12-2020 22:10,Brenda Martinez,soda,Mobile Payment,Los Angeles
1000000527,26-08-2022 14:12,Lori Kane,"whole milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack",Credit Card,San Francisco
1000000528,07-03-2021 03:14,Joseph Chavez,"herbs,yogurt",Mobile Payment,Houston
1000000529,17-11-2021 21:00,Tonya Villarreal,"citrus fruit,spread cheese,rolls/buns,soda",Debit Card,Dallas
1000000530,17-07-2021 00:00,Anthony Hawkins,misc. beverages,Debit Card,Dallas
1000000531,14-08-2020 11:18,Alyssa Ramos,female sanitary products,Mobile Payment,Los Angeles
1000000532,16-01-2021 10:35,Jason Lee,soda,Credit Card,San Francisco
1000000533,27-01-2023 06:11,Alicia Mercer,"tropical fruit,whole milk,beverages,white bread,pasta,shopping bags",Credit Card,Miami
1000000534,17-10-2020 16:48,Aaron Reed,"soda,female sanitary products",Mobile Payment,Boston
1000000535,03-02-2023 17:14,Garrett Miles,"white bread,bottled water,soda,waffles",Mobile Payment,Los Angeles
1000000536,16-02-2024 06:01,Christopher Clark,"coffee,chewing gum,chocolate marshmallow",Mobile Payment,Los Angeles
1000000537,31-08-2021 08:21,Andrew Newman,"tropical fruit,root vegetables,whole milk,frozen vegetables,honey,baking powder,coffee,red/blush wine,chocolate marshmallow",Mobile Payment,New York
1000000538,11-09-2022 20:25,Dana Miller,"pork,pip fruit,whole milk,butter milk",Debit Card,New York
1000000539,17-01-2022 06:26,Adam Rubio,"citrus fruit,bottled water",Cash,Miami
1000000540,02-03-2021 08:42,Samantha Poole,frankfurter,Debit Card,New York
1000000541,12-04-2024 14:28,Margaret Velez,"frankfurter,rolls/buns",Mobile Payment,Miami
1000000542,18-07-2020 21:04,Christian Tate,"frankfurter,tropical fruit,pip fruit,curd,UHT-milk,hard cheese,domestic eggs,rolls/buns,hygiene articles,napkins,shopping bags",Debit Card,Miami
1000000543,06-04-2020 20:38,Matthew Wood,other vegetables,Mobile Payment,Atlanta
1000000544,10-01-2020 14:21,Andrea Cruz,"yogurt,fruit/vegetable juice,newspapers",Credit Card,Atlanta
1000000545,10-02-2024 23:49,Dawn Dawson,"sausage,whole milk,yogurt,brown bread,cereals,bottled water,soda",Credit Card,Atlanta
1000000546,24-09-2021 11:04,John Dickerson MD,whole milk,Credit Card,Chicago
1000000547,30-05-2023 21:14,Ryan Stewart,"pip fruit,whole milk,curd,pastry,bottled water",Credit Card,Seattle
1000000548,29-03-2023 18:28,Benjamin Benson,whole milk,Cash,Atlanta
1000000549,23-05-2023 20:43,Karen Bond,"root vegetables,other vegetables",Debit Card,San Francisco
1000000550,08-12-2023 03:37,Karen Hernandez,"onions,fruit/vegetable juice",Credit Card,Seattle
1000000551,23-07-2021 22:56,Carolyn Owens,specialty chocolate,Credit Card,Miami
1000000552,04-02-2024 11:40,Gregory Baker,"hamburger meat,domestic eggs",Debit Card,Atlanta
1000000553,02-02-2020 17:30,Elizabeth Wagner,photo/film,Credit Card,Seattle
1000000554,12-02-2020 23:46,Eric Smith,"rolls/buns,soda,snack products,newspapers",Credit Card,Chicago
1000000555,02-10-2023 23:12,Rodney Mcgee,canned beer,Credit Card,Atlanta
1000000556,09-02-2024 18:25,Nicole Gaines,canned beer,Credit Card,Houston
1000000557,13-06-2022 22:34,Sandra Marshall,"other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles",Cash,San Francisco
1000000558,12-11-2021 14:50,Kimberly Anderson,canned beer,Credit Card,Miami
1000000559,16-12-2021 16:50,Jennifer Garcia,"curd,whipped/sour cream,rolls/buns,zwieback,spices",Cash,San Francisco
1000000560,16-03-2021 23:53,Rachel Garcia,"butter,fruit/vegetable juice,newspapers",Cash,Dallas
1000000561,05-05-2020 15:41,Kathryn White,"other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda",Mobile Payment,New York
1000000562,10-05-2024 14:54,Christina Perez,whole milk,Mobile Payment,Atlanta
1000000563,02-09-2020 12:06,Mark Morales,"beef,tropical fruit,herbs,whole milk,curd,yogurt,whipped/sour cream,sliced cheese",Credit Card,Boston
1000000564,29-12-2021 17:42,Vickie Brooks,"sausage,rolls/buns",Mobile Payment,Dallas
1000000565,21-12-2020 06:59,David Montoya,soda,Cash,Houston
1000000566,13-04-2020 05:33,Logan Adams,"fruit/vegetable juice,long life bakery product",Mobile Payment,Miami
1000000567,21-04-2024 03:45,Nicole Jones,"rolls/buns,coffee,long life bakery product,detergent,shopping bags",Cash,Atlanta
1000000568,04-03-2021 05:17,Steven Robinson,"pip fruit,whole milk,bottled water,candy",Cash,Dallas
1000000569,26-04-2023 00:12,Maureen Pace,"frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers",Mobile Payment,Dallas
1000000570,24-02-2024 01:17,Kristopher Cook,beverages,Mobile Payment,Seattle
1000000571,12-07-2023 14:15,Donald Harris,"hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles",Credit Card,Dallas
1000000572,10-09-2021 07:35,Rachael Sanford,"root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine",Credit Card,Chicago
1000000573,15-05-2020 21:25,Jordan Spencer,canned beer,Debit Card,Seattle
1000000574,27-08-2022 21:05,Joseph Payne,"frozen vegetables,bottled beer",Cash,New York
1000000575,07-04-2021 03:33,Jeffrey May,canned beer,Mobile Payment,Los Angeles
1000000576,19-05-2020 08:57,Catherine Dalton,newspapers,Credit Card,Boston
1000000577,21-10-2022 18:55,Christopher Smith,rolls/buns,Debit Card,Los Angeles
1000000578,13-09-2023 10:56,Cheryl Griffin,"hamburger meat,UHT-milk,salty snack",Mobile Payment,Chicago
1000000579,21-11-2022 11:00,Jerry Berg,"pip fruit,whole milk,curd,rum",Credit Card,San Francisco
1000000580,06-04-2020 00:31,Anthony Cervantes,canned beer,Credit Card,Boston
1000000581,22-03-2024 13:08,Julia Ray,"grapes,root vegetables,frozen vegetables,domestic eggs,white wine",Debit Card,Seattle
1000000582,13-05-2023 17:19,Ashley Benton,"root vegetables,packaged fruit/vegetables,butter,whipped/sour cream,rolls/buns",Debit Card,Los Angeles
1000000583,01-06-2022 15:58,Jessica Lopez,"citrus fruit,frozen vegetables,rolls/buns,canned beer,salty snack",Cash,Seattle
1000000584,06-05-2023 02:53,Ruth Garcia,"cling film/bags,pot plants",Cash,Houston
1000000585,21-05-2021 17:51,Jesse Floyd,"frankfurter,whole milk,rolls/buns,margarine,baking powder,bottled beer",Mobile Payment,Boston
1000000586,19-05-2023 10:12,Mary Perez,"whole milk,red/blush wine",Credit Card,Atlanta
1000000587,29-02-2020 07:40,Douglas Gonzalez,"pork,tropical fruit,whole milk,curd,yogurt,hard cheese,frozen meals,frozen dessert,domestic eggs,cereals,baking powder,fruit/vegetable juice,soap",Credit Card,Chicago
1000000588,03-09-2021 14:16,Sherri Graves,"chicken,pastry",Debit Card,Seattle
1000000589,03-03-2022 15:21,David Marks,"sausage,dish cleaner,dishes",Credit Card,Houston
1000000590,24-04-2021 09:24,Kevin Boone,specialty bar,Debit Card,Seattle
1000000591,04-02-2021 01:10,Melissa Freeman,"whipped/sour cream,pastry,specialty bar",Debit Card,Dallas
1000000592,02-03-2021 02:32,Jerry Garrett,"root vegetables,brown bread",Debit Card,Dallas
1000000593,28-06-2022 22:20,Kimberly Young,"rolls/buns,soda",Cash,San Francisco
1000000594,03-02-2020 06:21,Jenna Robinson,"other vegetables,bottled beer,red/blush wine",Cash,San Francisco
1000000595,18-10-2021 14:43,Craig Hall,"citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,butter,bottled water,rubbing alcohol,hygiene articles,napkins",Credit Card,New York
1000000596,21-08-2022 10:33,Amanda Blevins,"whole milk,processed cheese,brown bread,pastry,soda",Mobile Payment,Chicago
1000000597,01-02-2020 11:54,Sarah Aguirre,"frankfurter,sausage,tropical fruit,root vegetables,whole milk,yogurt,rolls/buns,pastry,candy",Cash,Dallas
1000000598,29-06-2023 11:14,Richard Randolph,"coffee,long life bakery product",Cash,Miami
1000000599,13-08-2022 03:33,Luis Richmond,"ham,rolls/buns,white wine",Credit Card,Boston
1000000600,20-02-2021 11:34,Kim Campbell,canned beer,Cash,Dallas
1000000601,30-01-2021 23:01,Jack Mitchell,canned beer,Debit Card,Dallas
1000000602,19-09-2021 20:49,Jose Knight,canned beer,Mobile Payment,Los Angeles
1000000603,30-03-2020 12:07,Aaron Rasmussen,"pip fruit,whole milk,canned fish",Cash,Atlanta
1000000604,06-11-2020 18:09,Tracy Morris,"pork,pip fruit,other vegetables,whole milk,curd,white bread,sugar,bottled water,soda",Cash,Boston
1000000605,27-10-2022 10:21,Richard Conley,soap,Debit Card,Dallas
1000000606,05-09-2022 15:08,Michael Johnson,"pip fruit,butter,frozen meals,pasta,bottled water",Mobile Payment,Houston
1000000607,20-08-2023 19:41,Juan Graham,"beef,hamburger meat,citrus fruit,whole milk,mustard,soap",Mobile Payment,New York
1000000608,08-11-2021 16:50,Timothy White,"sausage,meat,other vegetables,whole milk,yogurt,rolls/buns,soda,bottled beer,chocolate,newspapers",Mobile Payment,Los Angeles
1000000609,26-03-2023 05:50,Martin Foster,frozen chicken,Credit Card,Miami
1000000610,03-02-2021 14:02,Benjamin Weaver,soda,Debit Card,New York
1000000611,18-10-2023 10:48,Christopher Cooper,"tropical fruit,curd,yogurt,rolls/buns,brown bread,bottled water,bottled beer,seasonal products",Debit Card,San Francisco
1000000612,08-03-2022 12:48,Christopher Baker,other vegetables,Debit Card,Chicago
1000000613,31-03-2022 23:02,Kevin Reid,"beef,citrus fruit,curd,rolls/buns,oil,margarine,specialty bar,detergent,newspapers",Debit Card,Miami
1000000614,07-04-2024 16:30,Fred Velez,"meat,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,pickled vegetables",Debit Card,Houston
1000000615,05-12-2022 00:51,Matthew Moran,"meat,hamburger meat,root vegetables,packaged fruit/vegetables,whole milk,butter,newspapers",Credit Card,San Francisco
1000000616,14-04-2021 22:36,Adam Rodriguez,"bottled water,soda,red/blush wine,long life bakery product,newspapers",Credit Card,Atlanta
1000000617,30-05-2023 06:36,Christian Hale,rolls/buns,Debit Card,San Francisco
1000000618,25-04-2024 00:38,Jessica Carr,"pastry,canned beer",Mobile Payment,New York
1000000619,20-09-2020 22:23,Angela Navarro,"pork,whole milk,pastry,sauces",Debit Card,Dallas
1000000620,27-03-2022 11:22,Kiara Guerrero,"pip fruit,sliced cheese,pastry,white wine,light bulbs,newspapers",Cash,Boston
1000000621,12-07-2021 06:14,Lori Ramirez,"beef,citrus fruit,tropical fruit,yogurt,UHT-milk,frozen vegetables,rolls/buns,bottled water,skin care",Cash,Los Angeles
1000000622,18-12-2020 19:54,Valerie Perry,"beef,citrus fruit,berries,brown bread,sugar,coffee,kitchen towels",Cash,Seattle
1000000623,01-04-2022 22:07,Kelsey Moore,"rolls/buns,spices",Mobile Payment,Seattle
1000000624,08-10-2023 20:44,Travis Parker,"citrus fruit,tropical fruit,herbs,whole milk,butter,curd,whipped/sour cream,frozen vegetables,canned vegetables,misc. beverages",Debit Card,San Francisco
1000000625,31-08-2020 09:08,Christopher Horton,"meat,beef,herbs,whole milk,frozen dessert,rolls/buns,semi-finished bread,flour,oil,coffee,pot plants",Mobile Payment,Chicago
1000000626,21-07-2022 05:59,Jason Brown,"beverages,pastry,bottled water",Cash,Los Angeles
1000000627,17-03-2020 20:07,Courtney Sexton,"beef,citrus fruit,other vegetables,rolls/buns",Credit Card,Atlanta
1000000628,12-05-2021 13:38,Randy Valencia,"ham,whole milk,white bread,margarine,hair spray",Credit Card,Seattle
1000000629,21-10-2023 13:16,Beverly Robinson,"hamburger meat,whole milk,oil,ketchup,soups,Instant food products,canned fish,coffee,bottled beer,hygiene articles,newspapers",Cash,San Francisco
1000000630,04-02-2024 11:32,Linda Thornton,"beef,citrus fruit,other vegetables,butter milk,sliced cheese,processed cheese,rolls/buns,margarine,bottled water,fruit/vegetable juice",Cash,San Francisco
1000000631,21-04-2020 10:47,Scott Beck,"beef,citrus fruit,whole milk,domestic eggs,rolls/buns,pastry,roll products ,tea,fruit/vegetable juice",Mobile Payment,Dallas
1000000632,19-12-2021 21:34,David Schmidt,"root vegetables,whole milk,detergent",Cash,San Francisco
1000000633,02-06-2021 13:37,James Mcdaniel,"citrus fruit,tropical fruit,grapes,other vegetables,frozen vegetables,pickled vegetables,fruit/vegetable juice,liquor,rum,liquor (appetizer),candy,cling film/bags",Cash,Houston
1000000634,25-10-2022 17:29,Travis Bates,"yogurt,bottled water",Mobile Payment,Seattle
1000000635,13-01-2023 13:51,Patrick Lewis,"tropical fruit,root vegetables,other vegetables,whipped/sour cream,brown bread,canned fish,long life bakery product",Mobile Payment,Dallas
1000000636,08-02-2022 00:06,Michael Schaefer,"frankfurter,root vegetables,newspapers",Credit Card,Houston
1000000637,03-03-2022 20:49,Christopher Taylor,"beef,other vegetables,whole milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags",Credit Card,San Francisco
1000000638,02-09-2022 01:24,Guy Chan,shopping bags,Mobile Payment,San Francisco
1000000639,25-01-2020 22:28,Ryan Bishop,canned beer,Credit Card,Seattle
1000000640,30-08-2020 08:11,Andrew Baker,"rolls/buns,canned beer",Debit Card,San Francisco
1000000641,15-02-2020 03:19,Jared Norton,"other vegetables,rolls/buns,meat spreads,bottled water,soda,misc. beverages,waffles,chocolate,candy",Debit Card,Miami
1000000642,17-06-2020 12:55,Molly Wilson,"hamburger meat,other vegetables,yogurt,rolls/buns,bottled water",Credit Card,Houston
1000000643,18-01-2022 19:00,Lindsay Rogers,"hamburger meat,citrus fruit,root vegetables,rolls/buns,Instant food products,canned fish,bottled water,soda,fruit/vegetable juice,napkins",Debit Card,New York
1000000644,29-01-2021 16:52,Rita Williams,"frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags",Cash,Dallas
1000000645,09-08-2020 14:38,Bobby French,bottled beer,Mobile Payment,Atlanta
1000000646,20-06-2021 04:48,Elizabeth Ortega,"tropical fruit,domestic eggs,rolls/buns,pastry",Debit Card,Chicago
1000000647,19-11-2020 07:41,Dr. Christina Kelly,soda,Debit Card,Boston
1000000648,22-04-2021 09:25,Cynthia Fuentes,"frankfurter,root vegetables,onions,other vegetables,white bread,canned beer",Mobile Payment,Dallas
1000000649,08-09-2023 19:12,Christopher Fowler,"chicken,hamburger meat,herbs,whipped/sour cream,soups,soda,canned beer,dish cleaner,napkins,cling film/bags",Credit Card,Chicago
1000000650,11-11-2021 02:53,Toni Goodwin,"coffee,soda",Cash,Boston
1000000651,21-01-2020 19:03,Katelyn Watts,whole milk,Cash,Chicago
1000000652,09-03-2023 23:55,Daniel Stevens,margarine,Debit Card,Seattle
1000000653,06-01-2024 18:34,Steven Calhoun,"tropical fruit,other vegetables",Mobile Payment,Los Angeles
1000000654,01-12-2022 21:08,Jeffrey Alexander,"meat,other vegetables",Credit Card,Boston
1000000655,23-02-2022 11:35,Paul Gonzalez,"cream cheese ,bottled water,canned beer",Mobile Payment,Chicago
1000000656,08-04-2022 13:36,James Lloyd,newspapers,Credit Card,Atlanta
1000000657,16-03-2023 10:55,Melanie Smith,"rolls/buns,pastry,newspapers",Mobile Payment,Dallas
1000000658,12-09-2021 19:45,Charlotte Johnson,"citrus fruit,other vegetables,whole milk,curd,yogurt,potato products,fruit/vegetable juice,long life bakery product",Cash,New York
1000000659,13-02-2021 23:38,Heather Shannon,"whole milk,rolls/buns,detergent",Debit Card,Atlanta
1000000660,05-07-2021 06:12,Angela Anderson,"frankfurter,citrus fruit,butter milk,UHT-milk,rolls/buns,female sanitary products,shopping bags",Mobile Payment,Houston
1000000661,29-06-2022 14:28,Frank Jackson,"ham,other vegetables,butter,whipped/sour cream,sugar,soda",Credit Card,Miami
1000000662,05-07-2023 20:32,Lindsay Wells,"frankfurter,citrus fruit,bottled beer,salty snack",Mobile Payment,Miami
1000000663,20-11-2021 09:24,Andrew Key,"sausage,onions,curd,yogurt,domestic eggs,coffee",Mobile Payment,Dallas
1000000664,05-04-2020 00:50,Joseph Newton,domestic eggs,Mobile Payment,Los Angeles
1000000665,14-04-2024 15:16,Megan Bowers,"whole milk,domestic eggs,rolls/buns,soda",Mobile Payment,Miami
1000000666,23-04-2020 13:48,Ricky Powers,"rolls/buns,bottled beer,newspapers",Debit Card,Atlanta
1000000667,14-03-2023 19:13,Michael Murphy,"whole milk,hard cheese,chocolate marshmallow",Debit Card,Atlanta
1000000668,11-01-2023 09:20,Meghan Nelson,"sausage,root vegetables,other vegetables,rolls/buns,soda",Credit Card,Houston
1000000669,07-01-2024 07:18,William Turner,"curd,butter milk,yogurt,beverages",Debit Card,Los Angeles
1000000670,08-08-2023 21:39,Christopher Sutton,bottled water,Credit Card,San Francisco
1000000671,26-09-2023 19:39,Steve Collins,beef,Mobile Payment,Los Angeles
1000000672,28-10-2022 13:58,George Butler,"frankfurter,hamburger meat,whole milk,rolls/buns,potato products,mustard,coffee,waffles,chocolate marshmallow,soap,newspapers",Mobile Payment,San Francisco
1000000673,14-04-2023 22:03,Brittney Quinn,"chicken,butter,newspapers",Cash,San Francisco
1000000674,27-01-2021 07:10,Margaret Swanson,"sausage,meat,tropical fruit,pip fruit,pastry,sugar,coffee,candles,pot plants",Credit Card,Chicago
1000000675,01-12-2023 11:17,Mrs. Vanessa Williams MD,"pork,whole milk,whipped/sour cream,beverages",Debit Card,Seattle
1000000676,05-08-2021 17:51,Michelle Cole,"yogurt,pastry,coffee",Credit Card,Atlanta
1000000677,10-01-2022 10:40,Nicholas Hunter,"whole milk,sliced cheese,margarine,cat food,detergent,dishes,shopping bags",Mobile Payment,Boston
1000000678,14-04-2023 18:20,Rebecca Humphrey,"frankfurter,ham,whole milk,yogurt,rolls/buns,pastry,vinegar,sugar,soda,fruit/vegetable juice,napkins",Cash,Boston
1000000679,14-02-2021 10:43,Tammy Fleming,"beef,whole milk,brown bread,specialty chocolate,newspapers",Credit Card,New York
1000000680,25-06-2023 10:46,Matthew Baker,"pip fruit,other vegetables,butter milk,cream cheese ,rolls/buns",Debit Card,New York
1000000681,22-04-2020 08:49,Diana Kelly,"sausage,whole milk,rolls/buns,coffee,chocolate",Debit Card,Chicago
1000000682,12-05-2022 23:27,Eric Jones,"pastry,coffee",Mobile Payment,Atlanta
1000000683,17-01-2021 20:31,Martin Dixon,"chicken,beef,specialty chocolate",Mobile Payment,San Francisco
1000000684,07-07-2023 20:07,Thomas Livingston,"root vegetables,other vegetables,whole milk,sliced cheese,frozen vegetables,frozen fish,frozen dessert,chocolate",Cash,Dallas
1000000685,18-05-2020 22:05,Harold Thomas,"whole milk,frozen meals,rolls/buns",Credit Card,Houston
1000000686,28-08-2021 03:42,Dr. Amy Wagner,detergent,Cash,Miami
1000000687,06-03-2022 22:17,Wendy Carr,"rolls/buns,canned fish",Cash,San Francisco
1000000688,08-12-2023 18:57,Lisa Washington,house keeping products,Cash,Boston
1000000689,24-09-2022 06:28,Melissa Crawford,"yogurt,salt,jam,sparkling wine,cleaner",Mobile Payment,Dallas
1000000690,20-02-2020 08:36,Victoria Brown,"tropical fruit,curd,sliced cheese,rolls/buns,soda",Mobile Payment,Chicago
1000000691,29-01-2022 14:08,Mr. Charles Ward,tropical fruit,Credit Card,Chicago
1000000692,22-03-2020 09:35,Terry Villegas,"curd,UHT-milk,artif. sweetener,dental care",Debit Card,Los Angeles
1000000693,07-03-2021 06:14,Dr. Sherry Mcgrath MD,"beef,berries,onions,rolls/buns",Debit Card,Dallas
1000000694,04-07-2020 23:44,Mr. Nathan Jones MD,"whole milk,brown bread,pasta,margarine,bottled water,napkins,newspapers",Credit Card,Miami
1000000695,13-03-2024 21:22,Marcus Beck,"pork,UHT-milk,bottled water,soda,canned beer",Cash,Dallas
1000000696,21-08-2022 13:08,Holly White,"other vegetables,curd,yogurt,curd cheese,margarine,cleaner,hygiene articles",Credit Card,Miami
1000000697,26-05-2021 23:56,Amy Thomas,"rolls/buns,soda,fruit/vegetable juice,canned beer,white wine,long life bakery product,shopping bags",Credit Card,Dallas
1000000698,10-01-2021 16:25,Michele Cook,"frankfurter,pip fruit,whole milk,rolls/buns,roll products ",Cash,Seattle
1000000699,25-06-2021 10:42,Megan Duran,"yogurt,hygiene articles,newspapers,shopping bags",Cash,Houston
